,ku
0,あきのみつ	まくらゆふのの	いくたかは
609,らうすきの	さとのあたりに	あけはなれ
610,りちのねも	ちるかともなく	はやしけり
611,るりいろの	あまのかくやま	ひはなかし
612,れむかをは	しるもいのちと	なるものを
613,ろきうち	きりふるいちを	かせのこゑ
614,わたしちの	ぬさやあらしに	おともせて
615,あれゆけは	むかししのふの	にはのくさ
616,いはねする	みねのとこなつ	はるふかみ
617,うつりかも	まきれはせしや	とこのやま
618,えたもきも	いろつくはなに	やまちかし
619,おもかけは	みまくほからぬ	しるせにて
620,かやくもる	あたりになかき	ひとつまつ
621,きりくらき	ゆふやまみちに	あきふけて
622,くりかへし	おもひのたまの	おのつから
623,けさおつる	としらしはなの	にほひかな
624,こひしさの	いつはりたたむ	こころにて
625,さきくらせ	はるのひかりの	かねのこゑ
626,しもはいま	ふりわけかみの	とほきよに
627,すきやらぬ	こころのまつの	ふるさとに
628,せかれぬる	いへちやはたの	かへすらむ
629,そてしをる	みつのさかひを	よもしらし
630,たひにたた	つきとあきとて	つくもかみ
631,ちきりおく	あきはひかりの	いかなれや
632,つれなきも	あらはあふせも	わすれはて
633,てならひは	かくらのやまの	いはかくれ
634,とほやまは	いつくともなき	はなにきて
635,ならふへき	こころよりなく	ほとときす
636,にほひこぬ	うめやかすみに	こもるらむ
637,ぬるとりの	はおとくるまて	あきふけて
638,ねによわる	うみのしらくも	あらためて
639,のりにみを	うけくるたれか	あさからむ
640,はなにみぬ	ゆふくれふかき	あをはかな
641,ひとこゑを	とりかねたのむ	このはかな
642,ふくかせの	いろもゐなのの	あくるよに
643,めかちさへ	はなのあととふ	なあたにて
644,ほとけには	なるもならぬも	こころにて
645,まつかせを	うつまぬゆきや	うすもみち
646,みはつゆに	そむるもみちの	はちなくに
647,むさしのや	ふるさとのにも	さひしくて
648,めをさます	さともともまつ	あめのひに
649,もらさしよ	こむとちきりし	よるのゆめ
650,らうしまに	ひかすやこほる	かけならむ
651,りぬころは	をはなかすそに	きりたちて
652,るりいろは	しくるるころの	ひとたかみ
653,れいならは	さひしきことも	ゆめのうち
654,ろけと	ゆきをもみつの	にしきかな
655,われゆきて	ふるさといてし	そのひとり
656,あしのやの	いくむらとふに	なりけらし
657,いはねこる	みやまのみちの	そはつたひ
658,うめかかも	ほしよりいつる	このまかな
659,えにしたた	こなたかなたり	みるつきに
660,おもはすや	つきののこすも	はなのはる
661,かせやなき	たけにまちとる	けさのゆき
662,ききのいろは	にしこそあきの	ふたよかな
663,くるるまて	まききつとこの	しらへにて
664,けふよりや	うめつさつきの	はなさかり
665,こひしさに	ものいふほとの	しるへにて
666,さきたつを	かはりてとめむ	みちもかな
667,したもみち	たれにわけよと	みえつらむ
668,すくすこそ	またちかかりし	かのほとけ
669,せくみつを	こほりにゆつる	くちはかな
670,そてにうき	いろあるつきの	しろきよに
671,たちつくふ	しつかかけせし	はなちりて
672,ちきるよの	つきをみやこの	こひつきに
673,つきにさへ	そむくひとりや	しのふらむ
674,てすさひに	ゆきをまろへす	みそれかな
675,とももなき	はやしになれは	なほみえて
676,なにはつの	むかしにかへる	しはのいほ
677,にきはへる	さとにはひとの	いていりて
678,ぬるかうちに	ねかひいろある	たむけかな
679,ねられねは	いむらむくらに	ねさめして
680,のこりても	こほるるはなの	みやこかな
681,はるのよも	うつむやゆめの	からころも
682,ひととほり	しくれてすくる	あきのそら
683,ふるはまた	うすゆきふかし	つきのには
684,めくりあふ	ともにしかしの	すきかへて
685,ほとときす	ききしにむかふ	やまこえて
686,まことには	かみやかたちも	なかるらむ
687,みしかよの	ゆめははなにも	まとろへて
688,むらさめに	しくれしくもの	ときはかな
689,めつらしき	ひとにけふとけ	はなのひも
690,もののけや	そらにたちてか	こゆるらむ
691,らうかはし	いはねのみつを	はななれや
692,りむしにも	やかていくつか	こたへまし
693,るりいろに	よをへてつきの	ひととほり
694,れいならて	うきはしくれの	くさまくら
695,ろかみの	はなにふたえの	いろをみて
696,われにすむ	ひとやはとしの	なくさめむ
697,あきかせの	おもかけそよく	さなへかな
698,いまをみむ	いつはあれとも	まつのゆき
699,うつしにし	かけをたのむの	しのふくさ
700,えにとほし	あしたのつきの	ひとりふね
701,おもかけを	とほさかりつつ	うらみきて
702,かりかへる	このしたつゆの	うちかすみ
703,きくはたた	うめにしたしき	にほひかな
704,くれなゐに	あさつゆにほふ	わかはかな
705,けふこそは	みやこのやまの	よるのあめ
706,こけのとも	さへつるはなの	ゆふまくれ
707,さすかけふ	いちはわかるる	かたならし
708,しつけくも	ここにゆひての	はるのみつ
709,すさましき	かきねつたひは	しつかにて
710,せくみつを	こほりにゆつる	くちはかな
711,そてぬるる	なこりやそらに	あきのかせ
712,たねとほき	まつはかすみの	ふたはかな
713,ちりつもる	とこにおもはぬ	はなにきて
714,つきみれは	なみたのたねと	なるものを
715,てふとりに	みかくはうちの	ちきりかな
716,とほさかる	にしひのゆきや	ふりぬらむ
717,なつのひの	しつくをのこす	あらしかな
718,にほひくる	はなのふるえの	よしのやま
719,ぬれぬれし	けさやひとこゑ	はなのかけ
720,ねのひせし	こまちもいまは	しられぬに
721,のとしれは	またきさひしき	ゆふくれに
722,はなにきて	なほくもゐちの	みやまかな
723,ひとかへる	さはたのおもの	さむきひに
724,ふるさとは	なほあらぬよの	としのくれ
725,めてつつも	たてるをひとや	いとふらむ
726,ほしあひや	よをまたるらむ	あきのつき
727,まつにふく	かせのしたはの	あきのつゆ
728,みたれこは	ひをいくよとか	ちきるらむ
729,むくひこそ	あまつかりゐの	こゑすらむ
730,めくりきて	かけもしくるる	つきひかな
731,ももちとり	つゆおきわふる	あさとかな
732,らうかはし	かみなりとよむ	あまのはら
733,りうきくもの	きたののみやの	あきふけて
734,るれはぬち	まつのしたみつ	こほりして
735,れむかをは	かせをたよりに	やといてて
736,ろきみの	ゆくへもしらす	なかからし
737,わすれしの	こころのはなは	またれめや
738,ありまくま	かせこそかはれ	やまのかけ
739,いつくにか	こころとめては	うかふらむ
740,うしとても	いかかむくらの	やとのあき
741,えたたるる	はなのこかけも	ゐるひかな
742,おもひやる	まなひのみちも	いかなれや
743,かせかわか	にはにこのはの	おともなし
744,きくかるる	まかきににほへ	うめのはな
745,くやしくも	あせのほとりを	すみかへて
746,けたものの	いのるままにも	たてかねて
747,こころには	なとおもひてや	のこるらむ
748,ささのはの	みやまやかきり	あきのつき
749,しもかれの	をりしらぬはなや	やとのきく
750,すてかぬる	みをわひしきに	いていりて
751,せみのこゑ	きそのやまみち	くちやらて
752,そてさむき	みちのゆくへや	うつのやま
753,たれもみな	いまをはるへの	よをまちて
754,ちらぬまと	ちきりてならす	はなくもゐ
755,つららゐし	かやかのきはの	はるかせに
756,てにとらぬ	ははやきかへて	はなもなし
757,としのをの	はなさきそむる	くもゐかな
758,なはしろに	みつのあらこそ	さむからし
759,にはにきえ	たかねにつもる	みそれかな
760,ぬるるてふ	しひしはもとの	はやたかな
761,ねさめまつ	をちのやまへの	ならへして
762,のとかなる	まくらをつきに	やまちかし
763,はなにたか	をりしこすゑも	をきのえた
764,ひとりすむ	よしののおくの	あさほらけ
765,ふねいたす	うらかれにけり	よはのしも
766,めのまへの	こころもすこき	かねのおと
767,ほとときす	またれぬはるの	つきいてて
768,まつかせを	うつまぬゆくへ	あらはれて
769,みちのくの	しのふはかりは	またきえて
770,むらたけの	しもやしたそめ	ゆきのやま
771,めのまへの	みはつてしらぬ	こひのうち
772,ものさひし	いつれはいまた	のこるらむ
773,らうかはし	みつのなかれの	きこゆるに
774,りうすいを	たつねしつきの	いろすみて
775,るもまたせ	しをるるはなの	ゆふあらし
776,れいならぬ	のちのよとのみ	つかはめや
777,ろきりの	はしらのたけの	ねはうきて
